credit_score,monthly_income,age,existing_emis,employment_type,loan_amount,property_owned,annual_income,dti_ratio,income_to_loan_ratio,approved
751,27648,44,11258,1,2000000,1,331776,0.4072,0.1659,1
809,66446,58,17547,0,500000,0,797352,0.2641,1.5947,1
622,47852,43,13138,1,300000,0,574224,0.2746,1.9141,0
754,36272,33,14622,1,3000000,0,435264,0.4031,0.1451,0
784,95213,31,39023,1,5500000,0,1142556,0.4098,0.2077,1
559,23152,32,8629,0,300000,0,277824,0.3727,0.9261,0
605,38044,27,13241,1,1100000,0,456528,0.348,0.415,0
536,90819,37,35851,0,7500000,0,1089828,0.3948,0.1453,0
678,59237,23,23350,1,1400000,0,710844,0.3942,0.5077,0
757,47633,21,7901,0,3000000,0,571596,0.1659,0.1905,1
820,56988,37,24962,0,1400000,1,683856,0.438,0.4885,1
705,54592,35,17420,0,2000000,1,655104,0.3191,0.3276,1
830,19732,29,3287,0,1400000,0,236784,0.1666,0.1691,1
589,39753,22,7907,4,300000,1,477036,0.1989,1.5901,0
563,129302,37,39981,0,3800000,1,1551624,0.3092,0.4083,0
695,33004,25,5362,3,1400000,0,396048,0.1625,0.2829,0
730,40498,33,15063,0,2200000,0,485976,0.3719,0.2209,0
697,35419,52,2359,0,200000,0,425028,0.0666,2.1251,1
534,46527,41,19002,0,1700000,0,558324,0.4084,0.3284,0
692,34548,21,4682,0,1100000,1,414576,0.1355,0.3769,1
595,65646,22,4511,1,500000,1,787752,0.0687,1.5755,1
753,55181,36,21305,0,1800000,1,662172,0.3861,0.3679,1
729,77973,21,8402,2,6100000,0,935676,0.1078,0.1534,1
624,26093,21,9903,0,700000,0,313116,0.3795,0.4473,0
658,39966,40,5328,0,2000000,1,479592,0.1333,0.2398,1
615,42811,38,17990,0,1200000,1,513732,0.4202,0.4281,0
694,64433,39,6352,1,900000,0,773196,0.0986,0.8591,1
776,30456,37,954,1,800000,1,365472,0.0313,0.4568,1
621,84913,34,35785,0,3600000,0,1018956,0.4214,0.283,0
740,99892,28,7445,0,2900000,1,1198704,0.0745,0.4133,1
657,27083,40,11506,1,1400000,1,324996,0.4248,0.2321,0
636,36514,50,13539,3,2900000,0,438168,0.3708,0.1511,0
691,35626,29,1313,0,400000,1,427512,0.0369,1.0688,1
617,237858,24,47645,1,14700000,0,2854296,0.2003,0.1942,0
655,37875,23,1251,0,200000,0,454500,0.033,2.2725,1
604,134131,26,19905,0,800000,0,1609572,0.1484,2.012,0
850,22925,37,3626,3,300000,1,275100,0.1582,0.917,1
702,27070,21,7304,1,1100000,1,324840,0.2698,0.2953,0
644,32468,39,14258,2,300000,1,389616,0.4391,1.2987,0
717,29513,41,2254,0,1800000,0,354156,0.0764,0.1968,1
691,41741,21,6182,0,300000,0,500892,0.1481,1.6696,0
682,32039,25,8464,1,1400000,1,384468,0.2642,0.2746,0
749,29983,35,2312,3,1700000,1,359796,0.0771,0.2116,0
760,98231,33,31416,2,2400000,0,1178772,0.3198,0.4912,1
657,102158,40,18556,0,5200000,0,1225896,0.1816,0.2357,1
653,86645,33,37024,0,2200000,0,1039740,0.4273,0.4726,1
677,67130,47,19027,0,1500000,0,805560,0.2834,0.537,1
515,51825,31,8467,0,3600000,0,621900,0.1634,0.1727,0
578,36380,25,11778,0,1100000,1,436560,0.3237,0.3969,0
809,27670,24,10443,0,1900000,1,332040,0.3774,0.1748,0
831,60949,42,21954,1,1300000,0,731388,0.3602,0.5626,1
680,24241,35,2866,1,800000,0,290892,0.1182,0.3636,0
746,27001,41,5066,2,300000,0,324012,0.1876,1.08,1
724,97904,41,19921,3,4300000,0,1174848,0.2035,0.2732,1
850,153336,21,26798,0,5400000,0,1840032,0.1748,0.3407,1
789,62067,23,8682,2,400000,0,744804,0.1399,1.862,1
689,95213,24,32252,1,4000000,1,1142556,0.3387,0.2856,0
623,42297,26,232,3,400000,1,507564,0.0055,1.2689,0
571,21969,30,2901,0,1500000,0,263628,0.132,0.1758,0
716,70777,44,4510,0,3100000,1,849324,0.0637,0.274,1
639,68980,46,3997,1,4100000,1,827760,0.0579,0.2019,0
586,51174,32,6377,3,3500000,0,614088,0.1246,0.1755,0
648,42386,32,14537,2,400000,0,508632,0.343,1.2716,1
613,87319,27,38092,1,2800000,1,1047828,0.4362,0.3742,0
834,27134,35,6283,0,200000,0,325608,0.2316,1.628,1
770,30814,37,4700,1,300000,1,369768,0.1525,1.2326,1
699,26772,43,9989,2,200000,0,321264,0.3731,1.6063,0
818,51584,42,1557,1,2200000,0,619008,0.0302,0.2814,1
706,25521,21,1069,1,1000000,0,306252,0.0419,0.3063,1
631,32514,33,5053,0,300000,0,390168,0.1554,1.3006,1
821,32097,48,6476,1,800000,0,385164,0.2018,0.4815,1
743,41924,30,15051,0,1000000,0,503088,0.359,0.5031,1
617,20081,46,8361,3,500000,1,240972,0.4164,0.4819,0
684,51654,31,12349,1,2800000,1,619848,0.2391,0.2214,1
629,103609,36,23108,1,6200000,0,1243308,0.223,0.2005,0
589,53172,23,5096,4,1700000,0,638064,0.0958,0.3753,0
774,123598,24,25094,0,8300000,0,1483176,0.203,0.1787,1
850,109141,42,45363,0,4200000,1,1309692,0.4156,0.3118,1
588,78169,43,13820,1,3600000,0,938028,0.1768,0.2606,0
745,51267,35,4860,0,800000,0,615204,0.0948,0.769,1
647,49687,22,7541,0,1200000,0,596244,0.1518,0.4969,0
661,77519,35,17950,2,4800000,0,930228,0.2316,0.1938,0
652,38754,47,10438,0,3100000,0,465048,0.2693,0.15,0
630,15843,52,3082,0,900000,1,190116,0.1945,0.2112,0
703,65854,31,22478,0,600000,1,790248,0.3413,1.3171,1
633,24868,21,6540,0,400000,0,298416,0.263,0.746,0
721,27521,43,8236,0,1100000,1,330252,0.2993,0.3002,1
695,49027,32,19037,0,3000000,0,588324,0.3883,0.1961,0
680,46301,44,18037,2,800000,1,555612,0.3896,0.6945,1
627,21010,37,1924,0,1300000,0,252120,0.0916,0.1939,0
653,54138,26,15185,0,2600000,0,649656,0.2805,0.2499,0
760,87525,35,28225,0,5800000,0,1050300,0.3225,0.1811,1
740,24909,48,1634,1,1200000,1,298908,0.0656,0.2491,1
621,105186,33,39891,0,5500000,1,1262232,0.3792,0.2295,0
707,19223,24,1561,0,400000,0,230676,0.0812,0.5767,1
760,174624,21,62808,2,10800000,1,2095488,0.3597,0.194,1
566,38301,27,2782,0,2700000,0,459612,0.0726,0.1702,0
743,53496,30,17856,0,3900000,0,641952,0.3338,0.1646,0
646,15752,43,1050,2,100000,0,189024,0.0667,1.8902,0
745,47226,23,8050,0,2500000,1,566712,0.1705,0.2267,1
638,56223,50,3631,0,4600000,0,674676,0.0646,0.1467,0
555,46550,21,5670,0,2400000,0,558600,0.1218,0.2327,0
569,34966,58,15491,3,600000,1,419592,0.443,0.6993,0
703,27779,52,1346,3,2000000,0,333348,0.0485,0.1667,0
720,96598,36,17668,0,2500000,1,1159176,0.1829,0.4637,1
627,49935,21,15210,0,400000,1,599220,0.3046,1.498,0
751,123556,34,5259,0,4800000,1,1482672,0.0426,0.3089,1
567,35743,31,1753,1,400000,1,428916,0.049,1.0723,0
694,37764,22,2434,0,500000,0,453168,0.0645,0.9063,1
603,79965,37,23209,0,3300000,0,959580,0.2902,0.2908,1
647,18512,26,7575,2,900000,1,222144,0.4092,0.2468,0
703,23669,27,8797,0,1800000,1,284028,0.3717,0.1578,0
631,94702,32,41893,0,5700000,0,1136424,0.4424,0.1994,0
669,24266,29,6313,2,1700000,0,291192,0.2602,0.1713,0
780,16458,55,7120,1,600000,1,197496,0.4326,0.3292,1
653,150409,29,20639,1,4600000,1,1804908,0.1372,0.3924,1
766,21241,39,4028,2,1100000,0,254892,0.1896,0.2317,1
609,54746,36,9756,0,3200000,1,656952,0.1782,0.2053,1
742,51095,38,1088,0,2500000,1,613140,0.0213,0.2453,1
815,9078,39,3389,0,200000,1,108936,0.3733,0.5447,1
502,41756,43,464,0,1400000,0,501072,0.0111,0.3579,0
636,64154,37,21071,0,2600000,0,769848,0.3284,0.2961,0
746,60632,37,11106,0,400000,0,727584,0.1832,1.819,1
683,84297,35,236,0,6200000,1,1011564,0.0028,0.1632,1
729,38851,33,5069,0,1700000,0,466212,0.1305,0.2742,1
651,75169,25,11708,0,4800000,1,902028,0.1558,0.1879,1
706,32415,34,14071,0,600000,0,388980,0.4341,0.6483,0
687,21030,37,6256,1,1000000,0,252360,0.2975,0.2524,0
793,22502,39,5504,0,1700000,0,270024,0.2446,0.1588,0
720,20388,36,1165,0,400000,0,244656,0.0571,0.6116,1
727,89836,32,15810,4,2900000,0,1078032,0.176,0.3717,1
667,19756,34,317,1,700000,0,237072,0.016,0.3387,0
660,57781,29,19804,0,2000000,1,693372,0.3427,0.3467,1
665,41791,38,3061,0,2200000,0,501492,0.0732,0.228,1
731,46092,32,12329,1,1600000,1,553104,0.2675,0.3457,1
666,111097,36,34965,0,6500000,0,1333164,0.3147,0.2051,0
723,37682,45,6214,0,1600000,1,452184,0.1649,0.2826,1
850,70753,27,20141,1,1200000,0,849036,0.2847,0.7075,1
769,50138,40,17242,0,4000000,0,601656,0.3439,0.1504,1
673,44747,35,3707,0,1100000,0,536964,0.0828,0.4881,1
796,194849,55,52684,0,9700000,0,2338188,0.2704,0.2411,1
667,20644,32,6817,0,200000,0,247728,0.3302,1.2386,0
536,106242,41,17070,2,8200000,1,1274904,0.1607,0.1555,0
619,72681,35,5314,0,5600000,0,872172,0.0731,0.1557,0
550,36764,21,4733,0,1200000,1,441168,0.1287,0.3676,0
671,130299,29,54710,1,2000000,1,1563588,0.4199,0.7818,1
701,16173,43,2601,0,1000000,1,194076,0.1608,0.1941,1
834,35844,30,1737,0,900000,0,430128,0.0485,0.4779,1
726,23739,21,883,0,1400000,1,284868,0.0372,0.2035,1
682,62771,34,5098,0,4800000,1,753252,0.0812,0.1569,1
766,25138,24,1442,1,1300000,0,301656,0.0574,0.232,1
523,63566,36,14160,0,4600000,0,762792,0.2228,0.1658,0
718,43832,50,6855,0,1000000,0,525984,0.1564,0.526,1
761,36768,42,13921,3,2800000,0,441216,0.3786,0.1576,0
581,61894,50,24540,0,1400000,0,742728,0.3965,0.5305,0
791,41723,29,8885,0,900000,0,500676,0.213,0.5563,1
727,25509,33,10199,0,1900000,1,306108,0.3998,0.1611,0
666,263240,24,53360,0,12900000,0,3158880,0.2027,0.2449,1
750,36596,28,10571,0,2500000,0,439152,0.2889,0.1757,0
850,12957,25,947,0,800000,1,155484,0.0731,0.1944,1
714,29576,21,699,0,1600000,1,354912,0.0236,0.2218,1
719,22916,48,1650,0,400000,0,274992,0.072,0.6875,1
663,80473,21,9120,0,4800000,0,965676,0.1133,0.2012,1
632,59455,48,20092,1,600000,0,713460,0.3379,1.1891,0
766,62269,47,4861,1,1300000,1,747228,0.0781,0.5748,1
631,39260,39,2308,0,2200000,0,471120,0.0588,0.2141,0
705,41456,23,17304,4,3100000,0,497472,0.4174,0.1605,0
661,39239,21,12162,1,2500000,0,470868,0.3099,0.1883,0
738,46689,29,9944,1,1400000,1,560268,0.213,0.4002,1
726,80918,41,3458,0,5600000,0,971016,0.0427,0.1734,1
783,59972,35,22987,2,4800000,0,719664,0.3833,0.1499,1
659,66175,24,3223,3,2100000,1,794100,0.0487,0.3781,1
678,66153,46,18190,0,1300000,1,793836,0.275,0.6106,1
621,83338,51,25039,1,1700000,1,1000056,0.3005,0.5883,0
664,58272,32,10492,1,2100000,0,699264,0.1801,0.333,0
730,60797,36,24929,0,600000,0,729564,0.41,1.2159,1
760,100035,21,2282,0,4400000,1,1200420,0.0228,0.2728,1
626,32891,30,12108,0,2000000,0,394692,0.3681,0.1973,0
769,29335,40,7310,0,1300000,0,352020,0.2492,0.2708,1
808,24063,38,6618,0,1900000,1,288756,0.275,0.152,1
733,54707,29,24293,0,2200000,0,656484,0.4441,0.2984,1
850,16119,32,4226,1,100000,0,193428,0.2622,1.9343,1
638,64685,30,23200,2,2700000,0,776220,0.3587,0.2875,0
600,45912,32,3172,0,3600000,0,550944,0.0691,0.153,0
557,96836,39,35265,0,1300000,0,1162032,0.3642,0.8939,0
819,32756,21,11218,0,700000,1,393072,0.3425,0.5615,1
752,43391,34,18903,2,2600000,0,520692,0.4356,0.2003,1
695,96117,38,40471,0,2700000,0,1153404,0.4211,0.4272,1
722,112406,29,10824,1,7300000,0,1348872,0.0963,0.1848,1
609,32594,30,6819,0,1200000,1,391128,0.2092,0.3259,0
850,54669,30,22423,0,3700000,1,656028,0.4102,0.1773,1
710,58492,30,16865,0,2800000,1,701904,0.2883,0.2507,1
708,61340,35,12799,0,700000,1,736080,0.2087,1.0515,1
758,41875,36,2052,1,1500000,0,502500,0.049,0.335,1
738,105749,21,16739,0,3300000,0,1268988,0.1583,0.3845,1
717,15774,41,4722,0,1000000,1,189288,0.2994,0.1893,0
636,38075,32,13311,2,2000000,0,456900,0.3496,0.2284,0
737,64135,54,12905,0,4200000,1,769620,0.2012,0.1832,1
850,64494,23,1620,0,2200000,1,773928,0.0251,0.3518,1
807,110376,26,31449,3,6600000,1,1324512,0.2849,0.2007,1
827,100602,32,41721,0,1100000,0,1207224,0.4147,1.0975,1
659,41302,39,9226,2,300000,1,495624,0.2234,1.6521,1
620,106929,21,44673,2,3000000,1,1283148,0.4178,0.4277,0
689,31938,26,5089,0,2100000,0,383256,0.1593,0.1825,0
704,85693,40,34179,0,4000000,1,1028316,0.3989,0.2571,1
787,145264,25,51402,0,5500000,0,1743168,0.3539,0.3169,1
564,101617,48,43978,0,7700000,0,1219404,0.4328,0.1584,0
822,52232,30,18592,1,2300000,1,626784,0.356,0.2725,1
687,40172,26,5811,0,2100000,0,482064,0.1447,0.2296,1
665,19591,41,7939,0,1600000,1,235092,0.4052,0.1469,0
619,59060,51,17799,0,2700000,0,708720,0.3014,0.2625,0
567,25106,39,1831,0,1600000,1,301272,0.0729,0.1883,0
765,30458,47,630,1,1100000,0,365496,0.0207,0.3323,1
705,23993,51,3949,1,200000,0,287916,0.1646,1.4396,1
596,37188,25,13167,1,2600000,1,446256,0.3541,0.1716,0
596,48205,44,13410,2,3800000,1,578460,0.2782,0.1522,0
673,57766,21,13702,0,2300000,0,693192,0.2372,0.3014,0
833,34190,39,57,0,1500000,1,410280,0.0017,0.2735,1
679,93113,34,18247,0,3600000,1,1117356,0.196,0.3104,1
579,43264,47,3070,3,3600000,1,519168,0.071,0.1442,0
680,30557,46,6250,0,2300000,1,366684,0.2045,0.1594,0
678,56149,40,25059,3,500000,1,673788,0.4463,1.3476,0
484,159234,37,63023,1,10600000,0,1910808,0.3958,0.1803,0
695,59939,40,8378,1,3100000,0,719268,0.1398,0.232,0
681,39430,35,10530,0,300000,0,473160,0.2671,1.5772,0
755,19604,34,4429,0,700000,0,235248,0.2259,0.3361,1
847,42974,49,2514,0,700000,0,515688,0.0585,0.7367,1
790,56441,50,25139,0,4100000,1,677292,0.4454,0.1652,1
678,38849,33,7432,2,200000,0,466188,0.1913,2.3309,1
611,18047,37,4106,1,1300000,0,216564,0.2275,0.1666,0
850,29426,35,8575,2,2300000,0,353112,0.2914,0.1535,0
704,117327,21,10113,0,1300000,0,1407924,0.0862,1.083,1
701,115890,31,11589,0,7200000,0,1390680,0.1,0.1931,1
698,28796,50,2495,1,1400000,0,345552,0.0866,0.2468,0
715,73398,27,12698,0,5900000,1,880776,0.173,0.1493,1
688,24169,56,2171,2,1600000,1,290028,0.0898,0.1813,0
654,113844,46,47459,1,6800000,0,1366128,0.4169,0.2009,0
656,56791,39,18254,0,4400000,1,681492,0.3214,0.1549,0
697,86663,40,35014,1,1600000,1,1039956,0.404,0.65,1
656,17517,25,6688,1,600000,0,210204,0.3818,0.3503,0
642,73613,32,23292,0,5200000,0,883356,0.3164,0.1699,0
708,48795,49,5330,0,600000,1,585540,0.1092,0.9759,1
679,81728,28,22629,0,6400000,0,980736,0.2769,0.1532,0
820,84873,45,7115,0,5400000,0,1018476,0.0838,0.1886,1
487,50994,21,3039,1,2000000,0,611928,0.0596,0.306,0
787,34183,23,9730,0,1100000,0,410196,0.2846,0.3729,1
799,78262,54,21998,1,1300000,0,939144,0.2811,0.7224,1
534,47283,34,3332,0,600000,1,567396,0.0705,0.9457,0
672,29037,29,4605,3,1100000,0,348444,0.1586,0.3168,0
670,28223,48,841,4,2000000,1,338676,0.0298,0.1693,1
587,20205,47,6507,1,900000,0,242460,0.322,0.2694,0
637,36091,44,16037,0,1400000,1,433092,0.4443,0.3094,0
611,94998,29,31630,0,2900000,0,1139976,0.333,0.3931,0
840,54540,32,20718,0,900000,0,654480,0.3799,0.7272,1
774,35672,38,7646,0,2900000,1,428064,0.2143,0.1476,1
801,79452,41,3417,0,600000,0,953424,0.043,1.589,1
757,29747,29,9726,2,900000,0,356964,0.327,0.3966,1
609,51907,36,5991,0,3400000,0,622884,0.1154,0.1832,0
658,44012,37,7690,0,2000000,0,528144,0.1747,0.2641,1
739,78235,47,24753,0,2300000,0,938820,0.3164,0.4082,1
602,19027,42,7746,2,1500000,0,228324,0.4071,0.1522,0
757,29433,21,6440,0,1500000,0,353196,0.2188,0.2355,1
680,18343,32,7937,0,500000,0,220116,0.4327,0.4402,0
670,41950,25,9814,2,3000000,1,503400,0.2339,0.1678,0
756,101402,40,5590,0,1700000,1,1216824,0.0551,0.7158,1
735,36197,44,8444,1,1500000,1,434364,0.2333,0.2896,1
671,36083,36,13974,1,2500000,0,432996,0.3873,0.1732,0
792,82704,32,20024,0,6800000,1,992448,0.2421,0.1459,1
613,93072,35,31317,0,3300000,1,1116864,0.3365,0.3384,0
749,46483,37,11461,2,700000,1,557796,0.2466,0.7969,1
747,73926,28,18165,0,3700000,1,887112,0.2457,0.2398,1
675,25689,22,3291,0,2000000,0,308268,0.1281,0.1541,0
726,112059,21,10148,0,6400000,0,1344708,0.0906,0.2101,1
599,177943,47,22334,0,9400000,0,2135316,0.1255,0.2272,0
773,67018,39,13294,0,2000000,1,804216,0.1984,0.4021,1
685,14036,38,5113,3,700000,0,168432,0.3643,0.2406,0
658,35068,47,13081,2,2600000,0,420816,0.373,0.1619,0
783,70805,22,5205,0,2400000,1,849660,0.0735,0.354,1
643,38067,21,9470,0,900000,0,456804,0.2488,0.5076,0
587,105168,38,19688,0,4500000,0,1262016,0.1872,0.2804,0
575,69765,37,17924,3,2400000,0,837180,0.2569,0.3488,0
748,32084,21,9350,0,1300000,0,385008,0.2914,0.2962,0
597,49979,38,6288,0,600000,0,599748,0.1258,0.9996,0
840,28672,30,11860,2,900000,1,344064,0.4136,0.3823,1
533,43934,26,18494,0,3000000,0,527208,0.4209,0.1757,0
835,35145,31,1666,0,1300000,0,421740,0.0474,0.3244,1
716,99196,21,31381,0,8000000,1,1190352,0.3164,0.1488,1
692,174487,29,2609,1,10600000,1,2093844,0.015,0.1975,1
656,20770,27,435,1,700000,1,249240,0.0209,0.3561,0
731,15460,40,6663,1,300000,0,185520,0.431,0.6184,0
696,42314,33,13230,0,2500000,0,507768,0.3127,0.2031,0
788,19711,41,2878,0,500000,0,236532,0.146,0.4731,1
709,50399,21,15192,1,3900000,0,604788,0.3014,0.1551,0
712,76830,26,29243,2,1100000,0,921960,0.3806,0.8381,1
670,120148,40,47086,0,900000,0,1441776,0.3919,1.602,1
695,55317,31,510,0,1200000,1,663804,0.0092,0.5532,1
724,43656,43,16074,1,2300000,1,523872,0.3682,0.2278,1
563,14957,21,5742,0,1000000,0,179484,0.3839,0.1795,0
592,49797,42,13345,0,900000,0,597564,0.268,0.664,0
759,51163,28,11048,0,2600000,0,613956,0.2159,0.2361,1
713,71924,27,3592,4,1200000,0,863088,0.0499,0.7192,1
685,32045,44,3455,1,1500000,0,384540,0.1078,0.2564,0
701,37758,46,8333,0,200000,0,453096,0.2207,2.2655,1
727,20195,45,7861,2,900000,1,242340,0.3893,0.2693,0
656,12397,55,4480,0,500000,0,148764,0.3614,0.2975,0
637,25207,47,5625,0,200000,1,302484,0.2232,1.5124,0
715,19106,27,6754,0,1100000,1,229272,0.3535,0.2084,0
621,59995,36,20673,0,3000000,0,719940,0.3446,0.24,0
732,35922,31,9359,3,1900000,0,431064,0.2605,0.2269,0
563,35491,55,3518,0,1600000,0,425892,0.0991,0.2662,0
782,27155,46,4252,0,1600000,0,325860,0.1566,0.2037,1
737,8000,33,590,2,300000,0,96000,0.0738,0.32,0
720,121174,43,389,0,9400000,0,1454088,0.0032,0.1547,1
778,26898,22,974,0,2100000,0,322776,0.0362,0.1537,1
833,38274,37,13083,0,2300000,1,459288,0.3418,0.1997,1
781,20477,25,308,4,1500000,0,245724,0.015,0.1638,1
552,87829,21,15803,0,6800000,1,1053948,0.1799,0.155,0
597,53426,42,23699,0,1400000,0,641112,0.4436,0.4579,0
650,29857,44,10684,0,2400000,0,358284,0.3578,0.1493,0
702,38741,39,13085,4,1000000,0,464892,0.3378,0.4649,1
741,134176,33,16586,2,900000,0,1610112,0.1236,1.789,1
641,46920,22,13549,0,3800000,1,563040,0.2888,0.1482,0
714,43956,23,9864,2,1000000,0,527472,0.2244,0.5275,1
639,27866,25,7822,2,1400000,1,334392,0.2807,0.2389,0
651,15728,32,3084,1,1200000,0,188736,0.1961,0.1573,0
587,44532,45,10640,1,400000,1,534384,0.2389,1.336,0
626,59592,45,26505,0,1600000,0,715104,0.4448,0.4469,0
591,94821,21,14051,1,5000000,1,1137852,0.1482,0.2276,0
621,12719,28,1238,1,800000,0,152628,0.0973,0.1908,0
784,24957,27,5036,0,1700000,0,299484,0.2018,0.1762,1
624,34598,21,8163,0,2500000,0,415176,0.2359,0.1661,0
850,48918,40,1884,0,900000,0,587016,0.0385,0.6522,1
739,44935,32,16297,2,1500000,0,539220,0.3627,0.3595,0
714,45569,33,8654,1,2800000,0,546828,0.1899,0.1953,0
631,62621,48,11643,0,3800000,0,751452,0.1859,0.1978,0
756,28510,35,8452,2,800000,1,342120,0.2965,0.4276,1
653,85860,30,29875,1,2500000,0,1030320,0.348,0.4121,0
709,63581,40,28209,2,1900000,1,762972,0.4437,0.4016,1
850,40461,45,3159,0,3000000,0,485532,0.0781,0.1618,1
692,128097,37,19919,0,9800000,0,1537164,0.1555,0.1569,1
791,124722,41,9443,1,800000,1,1496664,0.0757,1.8708,1
643,85796,33,34008,0,2600000,0,1029552,0.3964,0.396,0
697,8013,34,1977,0,200000,1,96156,0.2467,0.4808,0
841,126420,36,48494,0,10400000,1,1517040,0.3836,0.1459,1
649,78972,27,35012,1,6200000,1,947664,0.4433,0.1528,0
844,163381,29,40451,0,8900000,0,1960572,0.2476,0.2203,1
756,102999,48,5476,0,900000,1,1235988,0.0532,1.3733,1
655,126374,55,20544,0,2600000,1,1516488,0.1626,0.5833,1
750,83049,50,1352,0,3300000,1,996588,0.0163,0.302,1
777,110107,21,42081,3,8800000,0,1321284,0.3822,0.1501,0
749,162181,21,1305,0,2100000,0,1946172,0.008,0.9267,1
574,55822,23,14875,0,3700000,1,669864,0.2665,0.181,0
641,19085,36,911,0,300000,1,229020,0.0477,0.7634,0
680,40762,21,138,0,1800000,1,489144,0.0034,0.2717,1
694,61942,29,7139,2,4000000,0,743304,0.1153,0.1858,0
749,51273,49,12732,4,3000000,1,615276,0.2483,0.2051,1
714,23203,44,784,0,1500000,0,278436,0.0338,0.1856,1
593,18423,29,5097,0,1200000,1,221076,0.2767,0.1842,0
730,31423,30,9502,0,900000,0,377076,0.3024,0.419,1
748,79589,40,34729,0,2700000,1,955068,0.4364,0.3537,1
744,126526,44,51216,1,8800000,0,1518312,0.4048,0.1725,1
786,84960,29,21669,0,700000,0,1019520,0.255,1.4565,1
766,92453,32,33007,1,4200000,0,1109436,0.357,0.2642,1
736,46700,29,7641,1,3600000,0,560400,0.1636,0.1557,1
694,17235,21,4542,0,1200000,0,206820,0.2635,0.1723,0
567,37304,32,6771,1,2500000,1,447648,0.1815,0.1791,0
734,41971,32,6365,2,300000,1,503652,0.1517,1.6788,1
716,36379,22,11911,0,2700000,0,436548,0.3274,0.1617,0
721,50656,41,6762,3,3900000,1,607872,0.1335,0.1559,0
597,63885,39,10940,1,3600000,0,766620,0.1712,0.2129,0
613,81781,41,13512,0,2300000,0,981372,0.1652,0.4267,1
784,41486,27,16249,2,1800000,0,497832,0.3917,0.2766,1
696,15642,21,1199,1,1000000,0,187704,0.0767,0.1877,0
754,36690,39,6298,0,2500000,1,440280,0.1717,0.1761,1
702,50323,28,20106,0,1600000,0,603876,0.3995,0.3774,1
702,102097,26,703,2,3200000,1,1225164,0.0069,0.3829,1
775,34867,22,14872,0,2200000,0,418404,0.4265,0.1902,0
658,66671,32,26968,0,3900000,0,800052,0.4045,0.2051,0
707,58340,50,10969,0,2600000,0,700080,0.188,0.2693,1
663,50329,29,14789,0,1900000,1,603948,0.2938,0.3179,1
665,85675,24,38209,1,4900000,1,1028100,0.446,0.2098,0
675,32974,41,8234,0,200000,0,395688,0.2497,1.9784,1
717,34713,36,1513,0,400000,0,416556,0.0436,1.0414,1
661,48672,21,18696,2,2400000,1,584064,0.3841,0.2434,0
800,33386,41,2015,1,700000,0,400632,0.0604,0.5723,1
628,66490,56,7697,2,4400000,1,797880,0.1158,0.1813,0
685,31955,21,12560,0,2100000,0,383460,0.3931,0.1826,0
664,56150,22,6469,1,3400000,0,673800,0.1152,0.1982,0
815,46161,21,15477,1,3500000,0,553932,0.3353,0.1583,1
715,55768,34,11234,0,900000,1,669216,0.2014,0.7436,1
782,37203,44,12719,2,900000,0,446436,0.3419,0.496,1
581,39996,36,4181,0,1000000,1,479952,0.1045,0.48,0
721,51927,48,9804,0,3400000,1,623124,0.1888,0.1833,1
771,55339,43,7923,1,2500000,1,664068,0.1432,0.2656,1
706,48897,52,5479,0,1200000,1,586764,0.1121,0.489,1
785,136382,46,19297,1,2200000,1,1636584,0.1415,0.7439,1
658,27053,30,3932,0,2000000,0,324636,0.1453,0.1623,0
812,47168,35,20278,1,2800000,0,566016,0.4299,0.2021,1
850,19069,26,4575,0,900000,0,228828,0.2399,0.2543,1
670,61282,32,12741,0,4900000,0,735384,0.2079,0.1501,1
664,25105,35,5686,0,1800000,0,301260,0.2265,0.1674,0
816,41481,34,18594,0,800000,1,497772,0.4483,0.6222,1
826,39212,48,11532,1,1700000,1,470544,0.2941,0.2768,1
658,58019,31,18367,2,2500000,0,696228,0.3166,0.2785,0
666,35183,25,4965,0,2500000,0,422196,0.1411,0.1689,0
677,34297,26,7277,0,600000,1,411564,0.2122,0.6859,0
592,116019,41,9609,0,4700000,0,1392228,0.0828,0.2962,0
626,58147,21,17928,1,3200000,0,697764,0.3083,0.2181,0
619,35009,32,5427,0,2700000,0,420108,0.155,0.1556,0
638,42171,48,14200,0,3200000,0,506052,0.3367,0.1581,0
697,131559,37,12619,0,6200000,0,1578708,0.0959,0.2546,1
718,42569,34,7729,0,2200000,0,510828,0.1816,0.2322,1
824,32416,34,6873,0,2300000,1,388992,0.212,0.1691,1
620,32500,24,2435,0,2000000,0,390000,0.0749,0.195,0
778,35260,26,1104,0,2600000,0,423120,0.0313,0.1627,1
682,34313,33,4895,0,2600000,1,411756,0.1427,0.1584,0
696,22747,37,5577,0,1600000,0,272964,0.2452,0.1706,0
753,24971,44,7334,0,100000,1,299652,0.2937,2.9965,1
610,29804,35,5703,0,900000,0,357648,0.1914,0.3974,0
