Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000288,Male,Yes,2,Graduate,No,2478.0,2493,154.0,360.0,1.0,Rural,Y
LP000289,Male,Yes,0,Graduate,No,6640.0,7584,94.0,360.0,0.0,Urban,N
LP000290,Male,Yes,,Graduate,No,6096.0,4339,95.0,240.0,1.0,Rural,Y
LP000291,Female,Yes,0,Graduate,No,10956.0,2159,197.0,240.0,,Semiurban,N
LP000292,Male,Yes,2,Graduate,No,3459.0,832,159.0,300.0,1.0,Rural,Y
LP000293,Female,No,2,Graduate,No,3693.0,0,80.0,480.0,1.0,Urban,Y
LP000294,Male,No,0,Graduate,,2600.0,0,90.0,360.0,1.0,Semiurban,Y
LP000295,Female,No,0,Not Graduate,Yes,4273.0,0,,360.0,1.0,Semiurban,Y
LP000296,Female,Yes,1,Graduate,No,6997.0,2357,193.0,300.0,1.0,Semiurban,Y
LP000297,Female,No,1,Graduate,No,2041.0,0,177.0,360.0,1.0,Urban,Y
LP000298,Female,Yes,0,Graduate,No,4602.0,2239,87.0,360.0,1.0,Urban,Y
LP000299,Male,Yes,1,Graduate,No,8660.0,4201,174.0,360.0,1.0,Urban,Y
LP000300,Male,Yes,3+,Not Graduate,No,5644.0,4271,297.0,240.0,1.0,Semiurban,Y
LP000301,Male,Yes,0,Graduate,No,6280.0,794,73.0,360.0,1.0,Semiurban,Y
LP000302,Male,Yes,1,Graduate,No,2432.0,1195,105.0,360.0,1.0,Semiurban,Y
LP000303,Male,No,1,Not Graduate,No,5653.0,0,72.0,360.0,1.0,Semiurban,Y
LP000304,Male,Yes,0,Graduate,No,6107.0,1028,196.0,360.0,1.0,Urban,Y
LP000305,Female,Yes,2,Graduate,No,5441.0,1488,129.0,360.0,1.0,Urban,Y
LP000306,Male,Yes,1,Graduate,,6579.0,2301,,360.0,1.0,Semiurban,Y
LP000307,Male,No,0,Graduate,No,4987.0,0,147.0,360.0,1.0,Rural,Y
LP000308,Male,Yes,0,Not Graduate,No,4566.0,1808,107.0,360.0,0.0,Semiurban,N
LP000309,Male,Yes,1,Graduate,No,3217.0,851,114.0,360.0,0.0,Semiurban,N
LP000310,Male,Yes,0,Graduate,No,10772.0,2711,150.0,240.0,0.0,Rural,N
LP000311,Male,Yes,0,Graduate,Yes,2876.0,2557,105.0,360.0,,Rural,Y
LP000312,Male,Yes,0,Not Graduate,No,6600.0,982,111.0,120.0,1.0,Semiurban,Y
LP000313,Male,Yes,1,Graduate,No,17817.0,643,126.0,360.0,1.0,Urban,Y
LP000314,Male,Yes,3+,Graduate,No,11624.0,4838,139.0,480.0,1.0,Urban,Y
LP000315,Male,Yes,1,Graduate,No,8149.0,7321,171.0,120.0,1.0,Semiurban,Y
LP000316,Male,Yes,2,Graduate,No,6973.0,2181,,360.0,1.0,Semiurban,Y
LP000317,Male,Yes,0,Graduate,No,5560.0,1354,74.0,360.0,0.0,Urban,N
LP000318,Male,No,0,Graduate,No,3495.0,0,236.0,36.0,1.0,Urban,Y
LP000319,Male,Yes,3+,Graduate,No,5155.0,2634,138.0,360.0,0.0,Rural,N
LP000320,Female,Yes,0,Graduate,No,8475.0,1528,118.0,360.0,1.0,Urban,Y
LP000321,Female,Yes,2,Graduate,No,7584.0,3922,94.0,360.0,1.0,Rural,Y
LP000322,Male,Yes,0,Graduate,No,9636.0,946,298.0,360.0,1.0,Rural,Y
LP000323,Male,No,0,Graduate,No,12479.0,0,345.0,360.0,1.0,Semiurban,Y
LP000324,Male,Yes,1,Graduate,No,5458.0,2419,283.0,360.0,1.0,Urban,Y
LP000325,Female,Yes,0,Not Graduate,No,6735.0,1981,141.0,300.0,1.0,Rural,Y
LP000326,Male,Yes,0,Graduate,No,1921.0,3010,154.0,240.0,1.0,Semiurban,Y
LP000327,Female,Yes,0,Graduate,Yes,23242.0,4697,244.0,36.0,1.0,Urban,Y
LP000328,Male,No,0,Graduate,No,4683.0,0,122.0,360.0,1.0,Semiurban,Y
LP000329,Male,Yes,0,Graduate,,8875.0,1865,167.0,240.0,1.0,Urban,Y
LP000330,Male,Yes,2,Graduate,No,4681.0,8274,147.0,360.0,1.0,Semiurban,Y
LP000331,Male,No,0,Not Graduate,Yes,4616.0,0,289.0,360.0,0.0,Rural,N
LP000332,Male,No,2,Graduate,No,5207.0,0,239.0,360.0,0.0,Semiurban,N
LP000333,Male,Yes,0,Graduate,No,2844.0,301,127.0,360.0,0.0,Rural,N
LP000334,Female,Yes,0,Graduate,No,1355.0,1961,,360.0,1.0,Semiurban,Y
LP000335,Male,Yes,0,Graduate,Yes,12038.0,2877,134.0,360.0,1.0,Rural,Y
LP000336,Male,No,3+,Graduate,No,8328.0,0,108.0,120.0,1.0,Rural,Y
LP000337,Male,No,1,Graduate,No,3465.0,0,120.0,360.0,0.0,Urban,N
LP000338,Male,No,3+,Graduate,No,7873.0,0,142.0,360.0,1.0,Rural,Y
LP000339,Male,No,0,Not Graduate,No,9841.0,0,98.0,360.0,0.0,Rural,N
LP000340,Female,Yes,1,Graduate,Yes,3961.0,1885,109.0,360.0,1.0,Urban,Y
LP000341,Male,Yes,2,Graduate,No,7686.0,753,75.0,300.0,1.0,Rural,Y
LP000342,Female,Yes,3+,Not Graduate,No,10983.0,1923,97.0,360.0,1.0,Urban,Y
LP000343,Female,No,0,Graduate,No,2533.0,0,147.0,360.0,,Urban,Y
LP000344,Male,Yes,3+,Graduate,No,8267.0,404,204.0,300.0,1.0,Urban,Y
LP000345,Male,Yes,0,Graduate,No,7470.0,3118,194.0,360.0,1.0,Semiurban,Y
LP000346,Male,Yes,2,Not Graduate,No,18551.0,2022,159.0,360.0,1.0,Urban,Y
LP000347,Female,No,0,Graduate,No,8385.0,0,73.0,360.0,1.0,Urban,Y
LP000348,Male,No,0,Graduate,No,4691.0,0,95.0,360.0,1.0,Rural,Y
LP000349,Male,No,0,Graduate,No,5029.0,0,124.0,120.0,1.0,Semiurban,Y
LP000350,Male,Yes,2,Graduate,Yes,20212.0,4096,197.0,360.0,1.0,Rural,Y
LP000351,Male,No,0,Graduate,No,4852.0,0,107.0,360.0,,Urban,Y
LP000352,Male,No,0,Graduate,No,8533.0,0,82.0,360.0,,Urban,Y
LP000353,Male,No,0,Not Graduate,No,5203.0,0,240.0,360.0,1.0,Rural,Y
LP000354,Male,No,2,Graduate,Yes,11485.0,0,100.0,360.0,1.0,Urban,Y
LP000355,Male,No,0,Graduate,Yes,11830.0,0,86.0,360.0,0.0,Semiurban,N
LP000356,Male,No,1,Graduate,Yes,5922.0,0,147.0,360.0,0.0,Rural,N
LP000357,Male,Yes,0,Graduate,No,4703.0,939,132.0,360.0,1.0,Urban,Y
LP000358,Male,Yes,1,Graduate,No,4636.0,8639,110.0,84.0,,Semiurban,Y
LP000359,Male,Yes,1,Graduate,No,2130.0,798,134.0,360.0,1.0,Semiurban,Y
LP000360,Male,No,1,Graduate,No,6376.0,0,93.0,84.0,1.0,Urban,Y
LP000361,Female,Yes,2,Not Graduate,Yes,6300.0,3465,109.0,180.0,1.0,Semiurban,Y
LP000362,Male,Yes,0,Graduate,No,3679.0,1055,132.0,360.0,0.0,Semiurban,N
LP000363,,Yes,0,Graduate,,1996.0,3342,59.0,360.0,0.0,Urban,N
LP000364,Male,No,1,Not Graduate,No,6794.0,0,197.0,360.0,,Semiurban,N
LP000365,Male,No,0,Graduate,No,7329.0,0,78.0,360.0,1.0,Semiurban,Y
LP000366,Male,No,0,Not Graduate,No,7607.0,0,92.0,120.0,1.0,Semiurban,Y
LP000367,Male,Yes,2,Not Graduate,Yes,3314.0,628,200.0,360.0,1.0,Rural,Y
LP000368,Male,No,0,Graduate,Yes,7616.0,0,169.0,360.0,1.0,Semiurban,Y
LP000369,Male,No,0,Graduate,No,5393.0,0,139.0,240.0,1.0,Urban,Y
LP000370,Female,Yes,3+,Graduate,,10084.0,1017,68.0,360.0,1.0,Rural,Y
LP000371,Male,Yes,0,Not Graduate,No,3345.0,2194,105.0,120.0,0.0,Rural,N
LP000372,Male,No,0,Graduate,Yes,11970.0,0,123.0,360.0,1.0,Urban,Y
LP000373,Male,Yes,0,Not Graduate,No,14854.0,2773,127.0,360.0,1.0,Urban,Y
LP000374,Male,Yes,0,Graduate,No,6436.0,7893,212.0,360.0,,Urban,N
LP000375,Male,No,1,Graduate,No,7648.0,0,298.0,360.0,1.0,Urban,Y
LP000376,Male,No,2,Graduate,No,9608.0,0,172.0,360.0,1.0,Semiurban,Y
LP000377,Female,Yes,0,Not Graduate,No,3244.0,1655,108.0,360.0,0.0,Urban,N
LP000378,Male,No,0,Graduate,No,4484.0,0,218.0,360.0,1.0,Rural,Y
LP000379,Male,Yes,0,Graduate,No,6705.0,1501,106.0,360.0,1.0,Semiurban,Y
LP000380,Male,No,0,Not Graduate,No,20255.0,0,47.0,300.0,1.0,Urban,Y
LP000381,Male,Yes,1,Graduate,No,2929.0,1742,81.0,360.0,1.0,Rural,Y
LP000382,Female,No,1,Graduate,No,16037.0,0,52.0,360.0,1.0,Semiurban,Y
LP000383,Male,No,0,Not Graduate,Yes,5346.0,0,115.0,480.0,1.0,Urban,Y
LP000384,,Yes,2,Not Graduate,No,5880.0,822,125.0,360.0,0.0,Urban,N
LP000385,Male,Yes,2,Graduate,No,12467.0,1135,71.0,300.0,1.0,Semiurban,Y
LP000386,Female,No,0,Graduate,No,20189.0,0,95.0,240.0,1.0,Semiurban,Y
LP000387,Male,Yes,1,Graduate,No,7737.0,12108,76.0,360.0,1.0,Semiurban,Y
LP000388,Female,Yes,1,Graduate,Yes,12074.0,946,128.0,360.0,1.0,Rural,Y
LP000389,Male,Yes,0,Graduate,No,3456.0,1945,95.0,360.0,1.0,Semiurban,Y
LP000390,,No,0,Graduate,No,4369.0,0,201.0,300.0,1.0,Rural,Y
LP000391,Male,Yes,1,Graduate,No,2667.0,1421,144.0,300.0,1.0,Semiurban,Y
LP000392,Male,Yes,3+,Graduate,No,4406.0,1740,255.0,360.0,1.0,Semiurban,Y
LP000393,Male,No,1,Not Graduate,No,8427.0,0,112.0,360.0,1.0,Urban,Y
LP000394,Male,Yes,0,Graduate,No,6818.0,16226,317.0,360.0,1.0,Semiurban,Y
LP000395,Male,Yes,1,Graduate,No,16920.0,3294,134.0,120.0,1.0,Semiurban,Y
LP000396,Male,Yes,0,Not Graduate,No,20595.0,1255,109.0,360.0,1.0,Semiurban,Y
LP000397,Female,Yes,0,Not Graduate,Yes,5531.0,4660,352.0,12.0,1.0,Semiurban,Y
LP000398,Male,Yes,0,Graduate,No,3993.0,2220,65.0,360.0,1.0,Semiurban,Y
LP000399,Male,No,3+,Not Graduate,Yes,12040.0,0,108.0,360.0,1.0,Semiurban,Y
LP000400,Male,Yes,2,Graduate,No,12817.0,1563,69.0,240.0,1.0,Semiurban,Y
LP000401,Male,No,3+,Graduate,No,7822.0,0,64.0,360.0,0.0,Semiurban,N
LP000402,Female,Yes,0,Graduate,No,9167.0,681,59.0,360.0,1.0,Rural,Y
LP000403,Male,Yes,0,Graduate,Yes,8346.0,474,172.0,120.0,,Urban,Y
LP000404,Male,Yes,1,Graduate,No,3317.0,2432,79.0,300.0,1.0,Semiurban,Y
LP000405,Female,Yes,0,Graduate,No,2890.0,1551,121.0,300.0,0.0,Semiurban,N
LP000406,Female,No,0,Not Graduate,No,5822.0,0,192.0,300.0,0.0,Urban,N
LP000407,Male,Yes,2,Graduate,No,5321.0,887,162.0,360.0,0.0,Rural,N
LP000408,Female,Yes,1,Graduate,No,7088.0,751,158.0,360.0,1.0,Rural,Y
LP000409,Male,Yes,1,Graduate,No,5548.0,3364,218.0,300.0,1.0,Semiurban,Y
LP000410,Female,No,0,Graduate,No,2160.0,0,,360.0,1.0,Rural,Y
LP000411,Male,Yes,0,Not Graduate,Yes,1690.0,3585,81.0,360.0,1.0,Semiurban,Y
LP000412,,No,0,Graduate,Yes,9344.0,0,163.0,360.0,1.0,Rural,Y
LP000413,Male,Yes,0,Not Graduate,No,4033.0,8119,120.0,360.0,1.0,Rural,Y
LP000414,Female,Yes,0,Graduate,No,5222.0,3310,127.0,360.0,0.0,Semiurban,N
LP000415,Male,No,0,Graduate,No,4295.0,0,73.0,360.0,1.0,Rural,Y
LP000416,Male,Yes,3+,Graduate,No,3471.0,3429,109.0,12.0,1.0,Semiurban,Y
LP000417,Male,Yes,0,Graduate,No,3416.0,1453,113.0,360.0,1.0,Semiurban,Y
LP000418,Male,No,0,Not Graduate,No,11069.0,0,238.0,240.0,1.0,Semiurban,Y
LP000419,Male,Yes,0,Graduate,No,5200.0,2413,85.0,240.0,1.0,Semiurban,Y
LP000420,Female,Yes,1,Graduate,No,8786.0,8546,52.0,180.0,1.0,Semiurban,Y
LP000421,Male,Yes,0,Graduate,No,9523.0,289,134.0,360.0,1.0,Urban,Y
LP000422,Male,Yes,0,Graduate,No,7259.0,2632,81.0,84.0,1.0,Semiurban,Y
LP000423,Male,No,0,Graduate,No,9713.0,0,127.0,360.0,1.0,Semiurban,Y
LP000424,Male,Yes,0,Graduate,No,6055.0,1775,175.0,360.0,1.0,Urban,Y
LP000425,Male,No,1,Graduate,No,13606.0,0,129.0,360.0,1.0,Urban,Y
LP000426,Female,Yes,0,Graduate,No,9838.0,3286,113.0,360.0,1.0,Urban,Y
LP000427,Male,No,0,Not Graduate,No,10656.0,0,126.0,360.0,0.0,Semiurban,N
LP000428,Female,No,2,Graduate,No,3418.0,0,188.0,36.0,1.0,Urban,Y
LP000429,Male,No,0,Graduate,No,7030.0,0,85.0,360.0,1.0,Urban,Y
LP000430,Female,Yes,1,Not Graduate,Yes,1996.0,1545,180.0,240.0,1.0,Urban,Y
LP000431,Female,Yes,0,Not Graduate,No,13913.0,4339,90.0,240.0,1.0,Urban,Y
LP000432,Male,Yes,1,Graduate,No,4130.0,1408,171.0,360.0,1.0,Urban,Y
LP000433,Male,No,0,Not Graduate,No,4488.0,0,72.0,300.0,1.0,Urban,Y
LP000434,Female,Yes,0,Not Graduate,No,2643.0,690,167.0,360.0,,Semiurban,N
LP000435,Male,No,0,Graduate,No,5874.0,0,129.0,360.0,1.0,Semiurban,Y
LP000436,Male,Yes,3+,Graduate,No,5110.0,1422,140.0,360.0,1.0,Rural,Y
LP000437,Male,No,0,Graduate,No,17919.0,0,197.0,360.0,1.0,Urban,Y
LP000438,Male,Yes,3+,Graduate,No,10052.0,2790,97.0,60.0,1.0,Urban,Y
LP000439,Male,No,3+,Not Graduate,No,4408.0,0,133.0,36.0,1.0,Urban,Y
LP000440,Male,Yes,,Graduate,Yes,2209.0,1424,152.0,360.0,1.0,Semiurban,Y
LP000441,Female,Yes,0,Graduate,,1525.0,1499,119.0,360.0,1.0,Urban,Y
LP000442,Male,No,0,Not Graduate,No,3243.0,0,179.0,360.0,1.0,Urban,Y
LP000443,Male,No,3+,Graduate,No,2701.0,0,,120.0,1.0,Semiurban,Y
LP000444,Male,No,1,Graduate,No,7400.0,0,,360.0,1.0,Urban,Y
LP000445,Male,No,0,Not Graduate,No,5503.0,0,222.0,300.0,1.0,Semiurban,Y
LP000446,Male,Yes,0,Graduate,No,6066.0,2193,168.0,360.0,1.0,Semiurban,Y
LP000447,Female,No,2,Graduate,No,3397.0,0,96.0,360.0,1.0,Rural,Y
LP000448,Male,Yes,0,Graduate,No,6576.0,2197,95.0,360.0,1.0,Semiurban,Y
LP000449,Male,Yes,0,Not Graduate,,2560.0,3473,123.0,360.0,1.0,Urban,Y
LP000450,Male,Yes,0,Graduate,No,5693.0,2826,161.0,120.0,1.0,Semiurban,Y
LP000451,Male,Yes,0,Graduate,No,9879.0,2004,55.0,360.0,1.0,Urban,Y
LP000452,Female,Yes,2,Graduate,No,4821.0,3836,97.0,360.0,0.0,Urban,N
LP000453,Male,No,2,Not Graduate,Yes,7834.0,0,107.0,300.0,1.0,Semiurban,Y
LP000454,Male,Yes,0,Graduate,No,1833.0,1895,76.0,240.0,1.0,Urban,Y
LP000455,Male,No,0,Graduate,No,1747.0,0,89.0,360.0,0.0,Urban,N
LP000456,Male,Yes,2,Not Graduate,No,7305.0,906,,360.0,1.0,Semiurban,Y
LP000457,Female,Yes,0,Graduate,No,11251.0,239,110.0,360.0,1.0,Rural,Y
LP000458,Male,Yes,0,Graduate,No,5203.0,2605,114.0,300.0,1.0,Urban,Y
LP000459,Male,Yes,0,Graduate,No,21745.0,3246,77.0,360.0,1.0,Semiurban,Y
LP000460,Male,Yes,1,Graduate,No,2525.0,4308,123.0,360.0,1.0,Rural,Y
LP000461,Male,No,3+,Graduate,No,3992.0,0,74.0,360.0,1.0,Urban,Y
LP000462,Male,Yes,1,Graduate,No,6529.0,2571,241.0,120.0,0.0,Semiurban,N
LP000463,Female,Yes,0,Graduate,No,7932.0,1807,270.0,300.0,1.0,Urban,Y
LP000464,Male,No,1,Graduate,No,4229.0,0,111.0,360.0,1.0,Rural,Y
LP000465,Male,Yes,0,Not Graduate,Yes,3179.0,1074,86.0,360.0,1.0,Urban,Y
LP000466,Male,No,2,Graduate,No,8709.0,0,189.0,360.0,1.0,Urban,Y
LP000467,Male,No,0,Not Graduate,No,6503.0,0,170.0,360.0,0.0,Rural,N
LP000468,Female,Yes,0,Graduate,No,4882.0,1019,284.0,360.0,1.0,Semiurban,Y
LP000469,Male,Yes,0,Graduate,No,8097.0,1813,316.0,360.0,,Urban,Y
LP000470,Male,Yes,0,Graduate,Yes,5531.0,2078,60.0,360.0,1.0,Rural,Y
LP000471,Male,Yes,0,Graduate,No,5520.0,469,213.0,360.0,1.0,Rural,Y
LP000472,Male,Yes,1,Graduate,No,5399.0,1201,,360.0,1.0,Semiurban,Y
LP000473,Male,No,2,Graduate,No,3668.0,0,167.0,180.0,1.0,Urban,Y
LP000474,Male,Yes,2,Not Graduate,No,3451.0,5577,183.0,300.0,0.0,Urban,N
LP000475,Male,No,0,Graduate,No,4379.0,0,180.0,480.0,,Rural,Y
LP000476,Male,Yes,0,Graduate,No,6120.0,2676,200.0,360.0,1.0,Urban,Y
LP000477,Male,Yes,0,Graduate,No,1953.0,1154,107.0,360.0,1.0,Urban,Y
LP000478,Male,Yes,0,Not Graduate,No,10581.0,1266,92.0,360.0,,Urban,Y
LP000479,Male,Yes,0,Graduate,No,6070.0,896,216.0,120.0,1.0,Urban,Y
LP000480,Male,No,2,Graduate,No,3168.0,0,95.0,360.0,0.0,Semiurban,N
LP000481,Male,Yes,3+,Graduate,No,15835.0,1237,283.0,120.0,1.0,Semiurban,Y
LP000482,Male,Yes,0,Graduate,No,6155.0,4181,99.0,360.0,1.0,Urban,Y
LP000483,Male,Yes,2,Graduate,Yes,2694.0,988,115.0,360.0,1.0,Urban,Y
LP000484,Male,Yes,1,Graduate,No,15414.0,873,124.0,360.0,1.0,Urban,Y
LP000485,Male,No,0,Graduate,No,13533.0,0,72.0,360.0,,Urban,Y
LP000486,Male,No,1,Not Graduate,No,3480.0,0,73.0,480.0,1.0,Urban,Y
LP000487,Male,No,0,Graduate,No,4945.0,0,193.0,360.0,1.0,Semiurban,Y
LP000488,Male,Yes,0,Graduate,No,4562.0,2215,67.0,360.0,1.0,Urban,Y
LP000489,Male,Yes,3+,Graduate,No,1932.0,806,368.0,360.0,0.0,Urban,N
LP000490,,No,1,Not Graduate,No,7294.0,0,129.0,360.0,1.0,Semiurban,Y
LP000491,Male,Yes,0,Graduate,No,9968.0,3980,,480.0,1.0,Semiurban,Y
LP000492,Male,No,0,Graduate,No,8903.0,0,159.0,120.0,1.0,Semiurban,Y
LP000493,Male,Yes,3+,Not Graduate,No,6122.0,2914,50.0,360.0,1.0,Rural,Y
LP000494,Male,Yes,0,Graduate,No,10565.0,4814,118.0,120.0,1.0,Urban,Y
LP000495,Male,No,3+,Graduate,No,3038.0,0,124.0,360.0,1.0,Urban,Y
LP000496,Male,Yes,2,Graduate,No,17872.0,604,81.0,360.0,1.0,Urban,Y
LP000497,Male,No,0,Graduate,No,3777.0,0,104.0,360.0,1.0,Urban,Y
LP000498,Male,Yes,1,Graduate,No,4038.0,4157,247.0,360.0,1.0,Rural,Y
LP000499,Male,Yes,1,Graduate,No,4251.0,2747,145.0,120.0,1.0,Semiurban,Y
LP000500,Male,Yes,2,Graduate,No,4069.0,2095,158.0,360.0,1.0,Rural,Y
LP000501,Male,Yes,0,Graduate,No,5347.0,487,98.0,360.0,1.0,Rural,Y
LP000502,Female,Yes,0,Not Graduate,Yes,5225.0,1104,79.0,480.0,1.0,Rural,Y
LP000503,Female,Yes,0,Graduate,Yes,6488.0,1911,122.0,360.0,1.0,Semiurban,Y
LP000504,Male,Yes,1,Not Graduate,No,3673.0,578,50.0,60.0,1.0,Rural,Y
LP000505,Male,No,2,Graduate,No,6634.0,0,87.0,300.0,1.0,Semiurban,Y
LP000506,Male,Yes,2,Not Graduate,No,3120.0,1646,81.0,360.0,1.0,Urban,Y
LP000507,Male,Yes,1,Not Graduate,No,9316.0,371,59.0,360.0,0.0,Semiurban,N
LP000508,Female,Yes,0,Graduate,No,9247.0,1149,174.0,360.0,0.0,Rural,N
LP000509,Male,No,0,Graduate,No,5982.0,0,127.0,180.0,1.0,Rural,Y
LP000510,Male,Yes,2,Graduate,No,4065.0,1630,105.0,360.0,1.0,Semiurban,Y
LP000511,Male,Yes,0,Graduate,No,7235.0,5629,176.0,360.0,1.0,Rural,Y
LP000512,Female,Yes,2,Graduate,Yes,3524.0,2872,70.0,360.0,1.0,Semiurban,Y
LP000513,Male,Yes,0,Not Graduate,No,6129.0,606,78.0,360.0,1.0,Semiurban,Y
LP000514,Male,Yes,0,Graduate,No,5480.0,549,210.0,300.0,1.0,Urban,Y
LP000515,Male,Yes,3+,Graduate,No,29084.0,1461,334.0,360.0,0.0,Urban,N
LP000516,Male,No,0,Graduate,No,2875.0,0,177.0,360.0,1.0,Urban,Y
LP000517,Male,Yes,0,Graduate,No,1211.0,3999,162.0,360.0,,Rural,Y
LP000518,Male,Yes,1,Graduate,No,4095.0,7215,106.0,360.0,1.0,Rural,Y
LP000519,Male,Yes,1,Graduate,No,2145.0,7535,107.0,360.0,1.0,Urban,Y
LP000520,Female,Yes,3+,Graduate,No,3882.0,1269,147.0,300.0,1.0,Urban,Y
LP000521,Female,Yes,3+,Graduate,No,2756.0,3819,233.0,360.0,1.0,Urban,Y
LP000522,Male,Yes,2,Graduate,No,3489.0,2541,159.0,360.0,1.0,Semiurban,Y
LP000523,Male,Yes,0,Graduate,,3169.0,755,197.0,360.0,0.0,Semiurban,N
LP000524,Male,No,0,Graduate,No,10698.0,0,93.0,360.0,1.0,Semiurban,Y
LP000525,Male,Yes,2,Graduate,No,5831.0,2029,,360.0,1.0,Urban,Y
LP000526,Male,No,0,Graduate,No,11445.0,0,103.0,360.0,1.0,Urban,Y
LP000527,Female,Yes,3+,Graduate,No,6151.0,915,142.0,480.0,1.0,Rural,Y
LP000528,Female,Yes,1,Not Graduate,Yes,10479.0,1045,172.0,360.0,0.0,Semiurban,N
LP000529,Male,No,0,Graduate,No,5008.0,0,109.0,360.0,1.0,Urban,Y
LP000530,Male,No,0,Graduate,No,15627.0,0,89.0,480.0,,Urban,Y
LP000531,Male,Yes,1,Not Graduate,No,7963.0,1827,155.0,360.0,1.0,Urban,Y
LP000532,Male,No,0,Not Graduate,,3760.0,0,127.0,120.0,1.0,Urban,Y
LP000533,Male,Yes,0,Graduate,No,8704.0,346,142.0,300.0,1.0,Urban,Y
LP000534,Male,Yes,1,Not Graduate,No,6101.0,2609,175.0,360.0,1.0,Semiurban,Y
LP000535,Male,No,0,Graduate,No,5316.0,0,227.0,360.0,1.0,Urban,Y
LP000536,Male,No,0,Graduate,No,6359.0,0,175.0,360.0,1.0,Urban,Y
LP000537,Male,Yes,1,Graduate,No,9422.0,4596,166.0,180.0,0.0,Semiurban,N
LP000538,Male,Yes,2,Graduate,No,1685.0,697,110.0,360.0,1.0,Urban,Y
LP000539,Male,Yes,0,Graduate,No,4863.0,1045,117.0,360.0,1.0,Semiurban,Y
LP000540,Female,Yes,3+,Not Graduate,Yes,9042.0,1486,161.0,360.0,1.0,Rural,Y
LP000541,Female,No,3+,Graduate,,6967.0,0,,300.0,1.0,Urban,Y
LP000542,Male,Yes,0,Graduate,No,3054.0,2809,161.0,300.0,1.0,Rural,Y
LP000543,Female,Yes,0,Graduate,No,1450.0,2621,97.0,360.0,1.0,Urban,Y
LP000544,Female,Yes,2,Graduate,No,16657.0,4191,291.0,120.0,0.0,Urban,N
LP000545,Male,Yes,0,Not Graduate,Yes,5366.0,2702,145.0,360.0,1.0,Urban,Y
LP000546,Male,Yes,2,Graduate,No,14890.0,1649,141.0,360.0,1.0,Semiurban,Y
LP000547,Male,No,1,Graduate,No,9672.0,0,111.0,360.0,1.0,Semiurban,Y
LP000548,Male,Yes,0,Graduate,No,3729.0,2602,289.0,360.0,1.0,Rural,Y
LP000549,Male,No,0,Graduate,No,1338.0,0,81.0,240.0,1.0,Urban,Y
LP000550,Male,Yes,0,Graduate,No,4549.0,1878,101.0,300.0,1.0,Semiurban,Y
LP000551,Male,Yes,3+,Graduate,Yes,5870.0,2718,189.0,360.0,1.0,Urban,Y
LP000552,Male,Yes,0,Graduate,No,7867.0,2020,148.0,360.0,1.0,Urban,Y
LP000553,Male,Yes,3+,Graduate,No,3082.0,2314,107.0,300.0,1.0,Semiurban,Y
LP000554,Female,Yes,0,Graduate,No,6680.0,960,108.0,360.0,1.0,Urban,Y
LP000555,Male,No,2,Graduate,,6678.0,0,,360.0,1.0,Urban,Y
LP000556,Male,No,3+,Graduate,No,10846.0,0,140.0,360.0,1.0,Semiurban,Y
LP000557,Male,Yes,0,Not Graduate,Yes,4994.0,2569,250.0,360.0,1.0,Semiurban,Y
LP000558,Male,Yes,0,Graduate,No,7830.0,1226,171.0,60.0,1.0,Semiurban,Y
LP000559,Male,No,2,Graduate,No,7137.0,0,202.0,360.0,1.0,Urban,Y
LP000560,Male,Yes,2,Not Graduate,No,10151.0,3666,113.0,360.0,1.0,Urban,Y
LP000561,Male,No,0,Graduate,No,3670.0,0,165.0,360.0,0.0,Urban,N
LP000562,Male,Yes,0,Not Graduate,No,951.0,6272,72.0,360.0,0.0,Urban,N
LP000563,Female,Yes,2,Graduate,No,5208.0,1556,144.0,360.0,1.0,Urban,Y
LP000564,Male,Yes,0,Not Graduate,No,5226.0,3660,141.0,360.0,1.0,Urban,Y
LP000565,Male,No,1,Graduate,No,2997.0,0,278.0,360.0,1.0,Semiurban,Y
LP000566,Male,Yes,0,Not Graduate,Yes,2429.0,2500,250.0,300.0,1.0,Semiurban,Y
LP000567,Male,No,0,Graduate,No,4252.0,0,121.0,360.0,1.0,Urban,Y
LP000568,Male,Yes,2,Graduate,No,5603.0,1836,97.0,360.0,1.0,Urban,Y
LP000569,,Yes,0,Graduate,No,6357.0,1735,98.0,300.0,,Urban,N
LP000570,Male,No,3+,Graduate,No,1524.0,0,,480.0,1.0,Urban,Y
LP000571,Male,Yes,0,Graduate,No,2096.0,1057,226.0,360.0,1.0,Rural,Y
LP000572,Female,Yes,0,Not Graduate,Yes,11822.0,21135,159.0,360.0,1.0,Urban,Y
LP000573,Male,Yes,0,Graduate,No,5357.0,598,165.0,180.0,1.0,Urban,Y
LP000574,Male,No,0,Graduate,No,5994.0,0,186.0,360.0,1.0,Rural,Y
LP000575,Female,Yes,2,Graduate,No,2697.0,2276,90.0,360.0,1.0,Urban,Y
LP000576,Male,Yes,1,Graduate,Yes,5987.0,2781,101.0,480.0,,Urban,Y
LP000577,Female,No,2,Not Graduate,No,4791.0,0,165.0,180.0,1.0,Semiurban,Y
LP000578,Male,No,0,Graduate,No,4142.0,0,98.0,360.0,,Semiurban,N
